8,0,5.0067901611328125,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,0,5.0067901611328125,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,0,5.0067901611328125,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,0,5.0067901611328125,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,0,5.0067901611328125,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,0,5.0067901611328125,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,0,5.0067901611328125,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,0,5.0067901611328125,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,0,5.0067901611328125,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,0,5.0067901611328125,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,10,44.10743713378906,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,10,44.10743713378906,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,10,44.10743713378906,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,10,44.10743713378906,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,10,44.10743713378906,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,10,44.10743713378906,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,10,44.10743713378906,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,10,44.10743713378906,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,10,44.10743713378906,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,10,44.10743713378906,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,20,123.9776611328125,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,20,123.9776611328125,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,20,123.9776611328125,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,20,123.9776611328125,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,20,123.9776611328125,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,20,123.9776611328125,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,20,123.9776611328125,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,20,123.9776611328125,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,20,123.9776611328125,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,20,123.9776611328125,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,30,319.0040588378906,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,30,319.0040588378906,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,30,319.0040588378906,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,30,319.0040588378906,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,30,319.0040588378906,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,30,319.0040588378906,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,30,319.0040588378906,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,30,319.0040588378906,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,30,319.0040588378906,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,30,319.0040588378906,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,40,533.8191986083984,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,40,533.8191986083984,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,40,533.8191986083984,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,40,533.8191986083984,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,40,533.8191986083984,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,40,533.8191986083984,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,40,533.8191986083984,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,40,533.8191986083984,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,40,533.8191986083984,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,40,533.8191986083984,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,50,972.9862213134766,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,50,972.9862213134766,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,50,972.9862213134766,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,50,972.9862213134766,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,50,972.9862213134766,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,50,972.9862213134766,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,50,972.9862213134766,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,50,972.9862213134766,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,50,972.9862213134766,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,50,972.9862213134766,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,60,885.9634399414062,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,60,885.9634399414062,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,60,885.9634399414062,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,60,885.9634399414062,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,60,885.9634399414062,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,60,885.9634399414062,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,60,885.9634399414062,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,60,885.9634399414062,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,60,885.9634399414062,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,60,885.9634399414062,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,70,1720.9053039550781,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,70,1720.9053039550781,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,70,1720.9053039550781,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,70,1720.9053039550781,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,70,1720.9053039550781,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,70,1720.9053039550781,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,70,1720.9053039550781,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,70,1720.9053039550781,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,70,1720.9053039550781,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,70,1720.9053039550781,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,80,1719.9516296386719,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,80,1719.9516296386719,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,80,1719.9516296386719,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,80,1719.9516296386719,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,80,1719.9516296386719,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,80,1719.9516296386719,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,80,1719.9516296386719,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,80,1719.9516296386719,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,80,1719.9516296386719,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,80,1719.9516296386719,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
8,90,2397.0603942871094,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
8,90,2397.0603942871094,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
8,90,2397.0603942871094,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
8,90,2397.0603942871094,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
8,90,2397.0603942871094,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
8,90,2397.0603942871094,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
8,90,2397.0603942871094,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
8,90,2397.0603942871094,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
8,90,2397.0603942871094,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
8,90,2397.0603942871094,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
7,0,2.86102294921875,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
7,0,2.86102294921875,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
7,0,2.86102294921875,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
7,0,2.86102294921875,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
7,0,2.86102294921875,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
7,0,2.86102294921875,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
7,0,2.86102294921875,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
7,0,2.86102294921875,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
7,0,2.86102294921875,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
7,0,2.86102294921875,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
7,1,2.86102294921875,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
7,1,2.86102294921875,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
7,1,2.86102294921875,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
7,1,2.86102294921875,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
7,1,2.86102294921875,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
7,1,2.86102294921875,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
7,1,2.86102294921875,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
7,1,2.86102294921875,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
7,1,2.86102294921875,9,Cocktail Sort,O(n),O(n^2),O(n^2),O(1)
7,1,2.86102294921875,10,Strand Sort,O(n),O(n^2),O(n^2),O(n)
7,2,2.1457672119140625,1,Insertion Sort,O(n),O(n^2),O(n^2),O(1)
7,2,2.1457672119140625,2,Bubble Sort,O(n),O(n^2),O(n^2),O(1)
7,2,2.1457672119140625,3,Merge Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(n)
7,2,2.1457672119140625,4,Quick Sort,O(n log(n)),O(n log(n)),O(n^2),O(log(n))
7,2,2.1457672119140625,5,Heap Sort,O(n log(n)),O(n log(n)),O(n log(n)),O(1)
7,2,2.1457672119140625,6,Selection Sort,O(n^2),O(n^2),O(n^2),O(1)
7,2,2.1457672119140625,7,Tim Sort,O(n),O(n log(n)),O(n log(n)),O(n)
7,2,2.1457672119140625,8,Gnome Sort,O(n),O(n^2),O(n^2),O(1)
